(1, 1, 1, 0, 0, 0, 1, 0, 5, 5, 0, 2, 3, 0, 0)|-0.060892011840083145
(1, 1, 1, 0, 0, 0, 1, 0, 5, 5, 0, 1, 3, 0, 0)|-0.05629541366858719
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|-0.06846944320541513
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 0, 2, 3, 0, 0)|-0.06847820395904611
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|-0.07234594352363617
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.06481065865680923
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 1, 0, 0)|-0.058576452348908
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|-0.06401236164676452
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 2, 0, 0)|-0.04766051363282125
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 2, 0, 0)|-0.06264597254486298
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 1, 0, 0)|-0.06537637281935003
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 3, 0, 0)|-0.0433577787916481
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 2, 0, 0)|-0.024669228291394514
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 2, 0, 0)|-0.02569992484814153
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 3, 0, 0)|-0.022905125104962454
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 1, 0, 0)|-0.01972502331810947
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 1, 0, 0)|-0.026831440792989887
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 0, 0, 0)|-0.02165864679622326
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|-0.021078989532727514
(1, 1, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.02031561246042624
(1, 1, 2, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|-0.019530140770184716
(1, 1, 1, 0, 0, 0, 2, 0, 5, 5, 0, 2, 3, 1, 0)|-0.020040700301287403
(1, 1, 1, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 1, 0)|0.0
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 1, 0)|-0.0371962580624613
(0, 1, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 1, 0)|-0.042958163239577435
(0, 1, 2, 0, 0, 0, 1, 0, 5, 5, 0, 1, 3, 0, 0)|-0.05632691977408787
(0, 1, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 0, 0)|-0.054262613911956796
(0, 1, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 0, 0)|-0.02149988703262132
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 1, 0, 0, 0)|-0.06578471165291289
(1, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|-0.059414733072498054
(1, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.05850223555427668
(1, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 1, 0, 0)|-0.04391674303570137
(1, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|-0.04506658356682937
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|-0.04652706965815006
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 1, 1, 0, 0, 0)|-0.035114092985100424
(2, 1, 1, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|-0.0040570051115918935
(2, 1, 1, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.004198710567810252
(0, 1, 1, 0, 0, 1, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.010200724582519274
(0, 1, 1, 1, 0, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.006122628430376183
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 0, 0, 3, 0, 0)|-0.005789119728510119
(2, 1, 1, 0, 0, 0, 2, 0, 5, 5, 1, 0, 1, 0, 0)|0.0
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 1, 0, 0)|-0.004048413863779418
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 0, 1, 3, 0, 0)|0.0
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 2, 0, 0)|-0.00410228803343903
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|-0.006460570928696744
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 1, 2, 0, 0)|-0.00470693640223378
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 1, 1, 0, 0)|-0.011493113380850501
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 2, 0, 1)|-0.005803474114438931
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 1, 0, 1)|-0.005928680115636855
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 1, 2, 0, 1)|-0.004211145398303244
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 1, 1, 0, 1)|0.0
(0, 1, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 0, 0, 1)|-0.005630569733664984
(0, 2, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 0, 0, 1)|-0.002250978286399167
(0, 2, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 1, 0, 1)|0.0
(0, 2, 1, 0, 1, 0, 2, 0, 5, 5, 1, 1, 0, 0, 1)|0.0
(1, 2, 1, 0, 1, 0, 2, 0, 5, 5, 0, 1, 3, 0, 1)|0.0
(0, 2, 1, 0, 1, 0, 2, 0, 5, 5, 1, 0, 0, 0, 0)|0.0
(0, 2, 1, 0, 1, 0, 1, 0, 5, 5, 1, 0, 0, 0, 1)|-0.0038997587377685183
(0, 2, 1, 0, 1, 0, 1, 0, 5, 5, 1, 0, 1, 0, 1)|0.0
(0, 2, 1, 0, 1, 0, 1, 0, 5, 5, 1, 1, 1, 0, 1)|0.0
(0, 2, 1, 0, 1, 0, 1, 0, 5, 5, 1, 1, 0, 0, 1)|-0.002433880334102333
(1, 2, 1, 0, 1, 0, 1, 0, 5, 5, 0, 1, 3, 0, 1)|0.0
(0, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 1, 0, 0, 1)|-0.005932003712248139
(0, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 0, 0, 1)|-0.004177778641207309
(0, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 1, 1, 0, 1)|0.0
(0, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 1, 0, 1)|-0.005800530866162256
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 0, 1, 3, 0, 1)|-0.0045021500445576994
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 0, 0, 3, 0, 1)|-0.009194725528144774
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 1, 0, 1)|-0.0042015297912838135
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 0, 0, 1)|-0.00582076084493617
(1, 0, 1, 0, 1, 0, 1, 0, 5, 5, 1, 0, 1, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 1, 0, 0, 1)|-0.004407120077726418
(2, 0, 1, 0, 1, 0, 1, 1, 5, 5, 0, 1, 3, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 1, 1, 0, 1)|-0.00812817146718763
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 1, 2, 0, 1)|-0.011224220216524677
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 2, 1, 0, 1)|-0.008113655320390468
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 2, 0, 1)|-0.010684288150143308
(1, 0, 1, 0, 1, 0, 1, 1, 5, 5, 1, 0, 3, 0, 1)|-0.008078900653190535
(1, 0, 1, 0, 1, 0, 1, 1, 5, 3, 1, 0, 2, 0, 1)|-0.004043153990491628
(1, 0, 1, 0, 1, 0, 1, 1, 5, 3, 1, 0, 3, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 1, 5, 3, 1, 1, 2, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 1, 5, 2, 1, 0, 2, 0, 1)|-0.004043254663205692
(1, 0, 1, 0, 1, 0, 1, 1, 5, 2, 1, 0, 3, 0, 1)|-0.004044384547763093
(1, 0, 1, 0, 1, 0, 1, 1, 5, 2, 1, 1, 2, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 1, 5, 0, 1, 0, 3, 0, 1)|-0.004057065631460073
(1, 0, 1, 0, 1, 0, 1, 1, 5, 0, 1, 0, 2, 0, 1)|-0.004199389803143348
(1, 0, 1, 0, 1, 0, 1, 1, 5, 0, 1, 1, 2, 0, 1)|-0.00579674302068853
(1, 0, 1, 0, 1, 0, 1, 1, 5, 0, 1, 1, 1, 0, 1)|-0.004134836929208238
(1, 0, 1, 0, 1, 0, 1, 1, 5, 0, 1, 0, 1, 0, 1)|-0.005072243874391
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 0, 1, 0, 1)|0.004078601000000001
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 1, 2, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 1, 1, 0, 1)|0.08711
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 0, 2, 0, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 1, 1, 1, 1)|0.989
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 1, 2, 1, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 0, 1, 1, 1)|0.0
(1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 1, 0, 2, 1, 1)|0.0
(1, 0, 1, 0, 1, 0, 0, 0, 5, 0, 1, 1, 1, 0, 1)|0.0
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 0, 1, 3, 1, 0)|-0.04672042751908189
(1, 0, 1, 0, 0, 0, 2, 0, 5, 5, 0, 2, 3, 1, 0)|-0.038942282099692395
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 1, 0)|-0.03883031962169756
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 0, 1, 0)|-0.028980297146552727
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 0, 0)|-0.023810496686941386
(1, 0, 2, 0, 0, 0, 2, 0, 5, 5, 0, 0, 3, 1, 0)|-0.03785618130864748
(0, 0, 2, 0, 0, 0, 2, 0, 5, 5, 1, 0, 1, 1, 0)|-0.026071837015591206
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 0, 0)|-0.027815665525413695
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 1, 1, 0, 0)|-0.11177183213844172
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 1, 1, 1, 0)|-0.5513213083811115
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 1, 0)|-0.007889027888983467
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 1, 0)|0.05646820158066663
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 0, 0)|0.0491621393397836
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 0, 0)|0.11032218138075922
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 1, 3, 0, 0)|0.7830375069393647
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 0, 0)|-0.01867865915476179
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 2, 0, 0)|-0.018852625439629032
(1, 0, 1, 0, 0, 0, 1, 0, 5, 5, 0, 1, 3, 0, 0)|-0.030460948415832294
(1, 0, 1, 0, 0, 0, 1, 0, 5, 5, 0, 2, 3, 0, 0)|-0.0027320831772944046
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 0, 0)|-0.015114986264260676
(1, 0, 1, 0, 0, 0, 1, 0, 5, 5, 0, 1, 3, 1, 0)|0.16526132723990042
(1, 0, 1, 0, 0, 0, 1, 0, 5, 5, 0, 2, 3, 1, 0)|0.13920550835107892
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 1, 0)|0.07090457867390557
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 2, 0)|-0.005586982605656683
(0, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 2, 0)|0.0
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 1, 0)|0.024113436493143868
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 1, 0)|-0.0182319243073705
(1, 0, 2, 0, 0, 0, 0, 0, 5, 5, 0, 0, 3, 0, 0)|0.0
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 1, 0)|-0.0016952003177600524
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 1, 0)|0.0
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 1, 1, 0, 0)|0.10057123472534099
(1, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 1, 1, 1, 0)|-0.0026182914816166364
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 0, 0)|-0.033118606477039014
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 0, 0)|-0.016976630337750463
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 0, 1, 0)|0.0
(3, 0, 2, 0, 0, 0, 1, 0, 5, 5, 0, 0, 3, 0, 0)|-0.007051201053715924
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 0, 1, 0, 0)|-0.013769945838545348
(2, 0, 2, 0, 0, 0, 1, 0, 5, 5, 1, 1, 1, 0, 0)|-0.015345010363140692
